Gender German,Noun German,English US,Difficulty,Topic,German,Rule Ending
das,Schlachtschiff,battleship,A,Military,das Schlachtschiff,
der,Schlaf,sleep,B,Leisure,der Schlaf,
der,Schlafanzug,pajamas,A,Shopping,der Schlafanzug,
die,Schlafenszeit,bedtime,A,Time,die Schlafenszeit,
das,Schlafzimmer,bedroom,A,House,das Schlafzimmer,Tiger
der,Schlag,blow,B,Leisure,der Schlag,Schlag
der,Schlamm,mud,A,Nature,der Schlamm,
die,Schlange,snake,M,Animals,die Schlange,Giraffe
der,Schlauch,hose,M,House,der Schlauch,Bauch
die,Schleife,loop,M,Conceptional,die Schleife,Giraffe
das,Schließfach,locker,A,Education,das Schließfach,
das,Schloss,château,A,House,das Schloss,
der,Schluck,sip,A,Leisure,der Schluck,Dreck
der,Schlüssel,key,A,House,der Schlüssel,Büffel
der,Schmerz,pain,B,Health,der Schmerz,
der,Schmetterling,butterfly,M,Animals,der Schmetterling,
der,Schmuck,jewelry,A,Shopping,der Schmuck,Dreck
der,Schnee,snow,B,Nature,der Schnee,Giraffe
der ,Schneefall,snowfall,M,Nature,der Schneefall,Fußball
der,Schnitt,cut,M,Leisure,der Schnitt,
die,Schnur,cord,M,Leisure,die Schnur,Natur
der,Schnurrbart,mustache,A,Health,der Schnurrbart,
der,Schock,shock,M,Psychology,der Schock,Dreck
die,Schokolade,chocolate,B,Food,die Schokolade,Giraffe
die,Schönheit,beauty,M,Conceptional,die Schönheit,Langsamkeit
der,Schrank,closet,M,House,der Schrank,
der,Schreck,fright,A,Health,der Schreck,Dreck
der,Schrecken,terror,A,Psychology,der Schrecken,Schinken
der,Schrei,scream,M,Society,der Schrei,
das,Schreiben,writing,A,The arts,das Schreiben,
der,Schreibtisch,desk,A,Education,der Schreibtisch,
der,Schritt,step,B,Leisure,der Schritt,
die,Schrotflinte,shotgun,A,Military,die Schrotflinte,Giraffe
der,Schrott,scrap metal,A,Work,der Schrott,
die,Schublade,drawer,M,House,die Schublade,Giraffe
der,Schuh,shoe,B,Shopping,der Schuh,
die,Schuld,guilt,M,Society,die Schuld,
die,Schule,school,B,Education,die Schule,Giraffe
der,Schüler,pupil ,B,Education,der Schüler,Tiger
die,Schulter,shoulder,B,Health,die Schulter,Tiger
die,Schürze,apron,A,Shopping,die Schürze,Giraffe
der,Schuss,shot,M,Leisure,der Schuss,
der,Schutz,protection,A,Society,der Schutz,
der,Schutz,protection ,A,Military,der Schutz,
die,Schwäche,weakness,A,Military,die Schwäche,Giraffe
das,Schwarz,black,M,Education,das Schwarz,Giraffe
das,Schwein,pig,M,Animals,das Schwein,
der,Schweiß,sweat,A,Health,der Schweiß,
die,Schwerkraft,gravity,M,Science,die Schwerkraft,
das,Schwert,sword,A,Military,das Schwert,
die,Schwester,sister,B,Family,die Schwester,Tiger
die,Schwesterschaft,sisterhood,A,Family,die Schwesterschaft,Mutterschaft
die,Schwierigkeit,difficulty,B,Psychology,die Schwierigkeit,Langsamkeit
das,Schwimmbecken,pool,M,Leisure,das Schwimmbecken,Schinken
das,Schwimmen,swimming,B,Leisure,das Schwimmen,
der,Schwung,momentum ,A,Time,der Schwung,Kleidung
der,See,lake,B,Nature,der See,Giraffe
die,Seele,soul,B,Psychology,die Seele,Giraffe
der,Seemann,sailor,M,Work,der Seemann,
das,Segel,sail,A,Transportation,das Segel,Büffel
der,Segen,blessing,A,Society,der Segen,Schinken
das,Segment,segment,B,Conceptional,das Segment,Monument
die,Sehenswürdigkeit,tourist attraction,M,Leisure,die Sehenswürdigkeit,Langsamkeit
die,Seide,silk,M,Shopping,die Seide,Giraffe
die,Seife,soap,B,House,die Seife,Giraffe
das,Seil,rope,M,Leisure,das Seil,
das,Sein,being,B,Psychology,das Sein,
die,Seite,side,B,Conceptional,die Seite,Giraffe
die,Seitenleiste,sidebar,A,Work,die Seitenleiste,Giraffe
der,Sekretär,secretary,M,Work,der Sekretär,
der ,Sekt,sparkling wine,M,Food,der  Sekt,
die,Sektion,section,M,Conceptional,die Sektion,Emotion
der,Sektor,sector,B,Society,der Sektor,Alligator
die,Sekunde,second ,M,Time,die Sekunde,Giraffe
das,Semester,semester ,B,Time,das Semester,Tiger
das,Seminar,seminar,B,Education,das Seminar,
der,Senator,senator,M,Work,der Senator,Alligator
die,Sendung,broadcast,A,Leisure,die Sendung,Kleidung
die,Sensation,sensation,M,Psychology,die Sensation,Emotion
der,Sensor,sensor,B,House,der Sensor,Alligator
der,September,September,B,Time,der September,Tiger
die,Sequenz,sequence,M,Time,die Sequenz,Eleganz
der,Service,service,B,Work,der Service,Giraffe
die,Serviette,napkin,M,House,die Serviette,Giraffe
der,Sessel,armchair,A,House,der Sessel,Büffel
der,Seufzer,sigh,A,Psychology,der Seufzer,Tiger
das,Shampoo,shampoo,B,Shopping,das Shampoo,Foto
der,Sheriff,sheriff,A,Leisure,der Sheriff,
der ,Sherry,sherry,A,Food,der  Sherry,
die,Show,show,B,The arts,die Show,
die,Sicherheit,security,M,Military,die Sicherheit,Langsamkeit
die,Sicht,view,M,Nature,die Sicht,
der,Sieg,victory,A,Leisure,der Sieg,
der,Sieger,winner,B,Society,der Sieger,Tiger
das,Signal,signal,B,Transportation,das Signal,Regal
das,Silber,silver,M,Shopping,das Silber,Tiger
das,Silber,silver,A,Conceptional,das Silber,Tiger
der,Sinn,sense,B,Health,der Sinn,
die,Sirene,siren,A,Education,die Sirene,Giraffe
die,Situation,situation,B,Conceptional,die Situation,Emotion
die,Sitzung,meeting,M,Society,die Sitzung,Kleidung
die,Skala,scale,M,Society,die Skala,
das,Skelett,skeleton,B,Health,das Skelett,
die,Skizze,sketch ,A,The arts,die Skizze,Giraffe
der,Sklave,slave,M,Society,der Sklave,Giraffe
das,Skript,script,M,The arts,das Skript,
die,Skulptur,sculpture ,B,The arts,die Skulptur,Natur
der,Slang,slang,B,Society,der Slang,
der ,Smoking,tuxedo,M,Shopping,der  Smoking,Marketing
die,Socke,sock,B,Shopping,die Socke,Giraffe
das,Sofa,sofa,M,House,das Sofa,
der,Sohn,son,B,Family,der Sohn,
der,Soldat,soldier,B,Military,der Soldat,
der,Sommer,Summer,B,Time,der Sommer,Tiger
die,Sonne,sun,B,Nature,die Sonne,Giraffe
der,Sonnenaufgang,sunrise ,A,Time,der Sonnenaufgang,
die,Sonnenbrille,sunglasses,M,Shopping,die Sonnenbrille,Giraffe
das,Sonnenlicht,sunlight,M,Nature,das Sonnenlicht,
der,Sonnenschein,sunshine,M,Nature,der Sonnenschein,
der,Sonnenuntergang,sunset,M,Nature,der Sonnenuntergang,
der,Sonnenuntergang,sunset ,A,Time,der Sonnenuntergang,
der,Sonntag,Sunday,B,Time,der Sonntag,Schlag
die,Sorge,worry,B,Psychology,die Sorge,Giraffe
die,Spannung,voltage,A,Science,die Spannung,Kleidung
der,Spargel,asparagus,A,Food,der Spargel,Büffel
der,Spaß,fun,B,Leisure,der Spaß,
der,Speer,spear,A,Military,der Speer,Tiger
der,Speicher,storehouse,M,House,der Speicher,Tiger
der,Speisesaal,dining room,M,House,der Speisesaal,Regal
der,Spekulant,speculator,B,Society,der Spekulant,Elefant
der,Spiegel,mirror,M,House,der Spiegel,Büffel
das,Spiel,game,B,Leisure,das Spiel,
der,Spieler,player,M,Leisure,der Spieler,Tiger
der,Spielplatz,playground ,A,Education,der Spielplatz,
das,Spielzeug,toy,A,Leisure,das Spielzeug,
die,Spinne,spider,B,Animals,die Spinne,Giraffe
das,Spital,hospital,M,Health,das Spital,Regal
die,Spitze,peak,M,Nature,die Spitze,Giraffe
der,Spitzer,pencil sharpener,A,Education,der Spitzer,Tiger
der,Sport,sport,B,Leisure,der Sport,
die,Sprache,language,B,Society,die Sprache,Giraffe
das,Spray,spray,M,House,das Spray,
der,Sprung,jump,A,Leisure,der Sprung,Kleidung
die,Spur,trace,M,Society,die Spur,Natur
der,Staat,state,B,Society,der Staat,
das,Stadium,stadium,M,Leisure,das Stadium,Museum
die,Stadt,town,B,Society,die Stadt,
der,Stahl,steel,M,Work,der Stahl,
der,Stall,stable,M,Leisure,der Stall,Fußball
der,Stamm,trunk,M,Nature,der Stamm,
der,Standard,standard,B,Conceptional,der Standard,
der,Standort,site,B,Work,der Standort,
die,Stange,rod,A,Leisure,die Stange,Giraffe
der,Stapel,stack,M,Society,der Stapel,Büffel
der,Star,starling,A,Animals,der Star,
die,Stärke,strength,B,Psychology,die Stärke,Giraffe
die,Statistik,statistic,B,Science,die Statistik,Musik
die,Statue,statue,B,The arts,die Statue,Giraffe
der,Status,status,B,Work,der Status,
der,Staub,dust,M,House,der Staub,
das,Steak,steak,M,Food,das Steak,
der,Stein,stone,B,Nature,der Stein,
die,Stellung,position,A,Conceptional,die Stellung,Kleidung
die,Stellung,emplacement,A,Military,die Stellung,Kleidung
der,Stellvertreter,deputy,M,Work,der Stellvertreter,Tiger
der,Stern,star,B,Science,der Stern,
die,Steuer,tax,A,Work,die Steuer,Tiger
die,Stiefmutter,step mother ,M,Family,die Stiefmutter,Tiger
der,Stiefsohn,stepson,M,Family,der Stiefsohn,
die,Stieftochter,stepdaughter ,M,Family,die Stieftochter,Tiger
der,Stiefvater,step father ,M,Family,der Stiefvater,Tiger
der,Stier,bull,M,Animals,der Stier,Tiger
der,Stift,pencil,A,Education,der Stift,
der,Stift,pen,A,Education,der Stift,
der,Stil,style,M,Shopping,der Stil,
die,Stille,silence,B,Society,die Stille,Giraffe
die,Stimme,voice,B,Society,die Stimme,Giraffe
die,Stimmung,mood,M,Psychology,die Stimmung,Kleidung
die,Stirn,forehead,A,Health,die Stirn,
das,Stirnrunzeln,frown,A,Society,das Stirnrunzeln,
der,Stock,stick,A,Nature,der Stock,Dreck
der,Stolz,pride,A,Psychology,der Stolz,
der,Stoß,push,A,Leisure,der Stoß,
die,Strafe,punishment,M,Society,die Strafe,Giraffe
der,Strahl,ray,M,Science,der Strahl,
der,Strand,beach,A,Leisure,der Strand,Hund
der,Strang,strand,A,Leisure,der Strang,
die,Straße,street,A,Transportation,die Straße,Giraffe
die,Strecke,route,A,Transportation,die Strecke,Giraffe
der,Streifen,strip,M,Society,der Streifen,Schinken
der,Strohhalm,drinking straw,A,Food,der Strohhalm,
der,Strom,current,B,Science,der Strom,
die,Strömung,flow,A,Science,die Strömung,Kleidung
die,Struktur,structure,B,Work,die Struktur,Natur
das,Stück,piece,A,Conceptional,das Stück,Dreck
der,Student,student,B,Education,der Student,
die,Studie,study,B,Education,die Studie,Giraffe
die,Studiengebühr,tuition fee,A,Education,die Studiengebühr,
das,Studio,studio,B,The arts,das Studio,Foto
das,Studium,study,B,Education,das Studium,Museum
der,Stuhl,chair,B,House,der Stuhl,
der,Stumpf,stump,A,Nature,der Stumpf,
die,Stunde,hour,A,Time,die Stunde,Giraffe
der,Stundenplan,timetable,A,Education,der Stundenplan,
der,Sturm,storm,B,Nature,der Sturm,
die,Substanz,substance,B,Science,die Substanz,Eleganz
die,Suche,search,M,Science,die Suche,Giraffe
der,Süden,south,B,Nature,der Süden,Schinken
der,Südpol,South Pole,M,Nature,der Südpol,
die,Suite,suite,A,House,die Suite,Giraffe
die,Summe,sum,B,Science,die Summe,Giraffe
der,Sumpf,marsh,A,Nature,der Sumpf,
die,Sünde,sin,M,Psychology,die Sünde,Giraffe
die,Suppe,soup,M,Food,die Suppe,Giraffe
die,Süßigkeit,sweetness,M,Food,die Süßigkeit,Langsamkeit
das,Symbol,symbol,B,Conceptional,das Symbol,
die,Sympathie,sympathy,B,Psychology,die Sympathie,Giraffe
die,Synchronisation,synchronization ,B,Time,die Synchronisation,Emotion
das,System,system,B,Work,das System,
die,Szene,scene,B,Society,die Szene,Giraffe
das,T-Shirt,T-shirt,B,Shopping,das T-Shirt,
der,Tabak,tobacco,A,Health,der Tabak,
die,Tafel,table,B,House,die Tafel,Büffel
die,Tafel,blackboard ,A,Education,die Tafel,Büffel
der,Tag,day,B,Time,der Tag,Schlag
das,Tagebuch,diary,M,Education,das Tagebuch,Bauch
das,Tageslicht,daylight,M,Nature,das Tageslicht,
das,Tageslicht,daylight ,A,Time,das Tageslicht,
die,Tageszeit,daytime,A,Time,die Tageszeit,
die,Taille,waist,M,Health,die Taille,Giraffe
das,Tal,valley,M,Nature,das Tal,Regal
das,Talent,talent,M,The arts,das Talent,
die,Tante,aunt,M,Family,die Tante,Giraffe
der,Tanz,dance,A,The arts,der Tanz,
das,Tanzen,dancing,B,Leisure,das Tanzen,
der,Tänzer,dancer,M,The arts,der Tänzer,Tiger
die,Tänzerin,dancer (female),M,The arts,die Tänzerin,Königin
die,Tarnung,camouflage ,A,Military,die Tarnung,Kleidung
die,Tasche,bag,B,Shopping,die Tasche,Giraffe
die,Taschenlampe,flashlight,A,House,die Taschenlampe,Giraffe
das,Taschentuch,handkerchief,B,Health,das Taschentuch,Bauch
die,Tasse,cup,M,Food,die Tasse,Giraffe
die,Tastatur,keyboard,A,Work,die Tastatur,Natur
die,Tatsache,fact,B,Science,die Tatsache,Giraffe
die,Taube,pigeon,M,Animals,die Taube,Giraffe
der,Tausch,exchange,A,Conceptional,der Tausch,
das,Taxi,taxi,M,Transportation,das Taxi,
das,Team,team,M,Leisure,das Team,
der,Techniker,engineer,M,Work,der Techniker,Tiger
die,Technologie,technology,B,Work,die Technologie,Giraffe
der,Tee,tea,B,Food,der Tee,Giraffe
der,Teenager,teenager,M,Society,der Teenager,Tiger
der,Teich,pond,M,Nature,der Teich,König
der,Teig,dough,A,Food,der Teig,König
das,Telefon,phone,B,House,das Telefon,
der,Teller,plate,A,House,der Teller,Tiger
der,Tempel,temple,M,Society,der Tempel,Büffel
das,Temperament,temperament,B,Psychology,das Temperament,Monument
die,Temperatur,temperature,B,Nature,die Temperatur,Natur
das,Tempo,tempo ,B,Leisure,das Tempo,Foto
die,Tendenz,tendency,B,Society,die Tendenz,Eleganz
der,Tennis,tennis,B,Leisure,der Tennis,
der,Teppich,carpet,A,House,der Teppich,König
der ,Tequila,tequila,M,Food,der  Tequila,
der,Termin,appointment,A,Time,der Termin,
die,Terrasse,terrace,M,House,die Terrasse,Giraffe
das,Territorium,territory,B,Society,das Territorium,Museum
der,Terror,terror,B,Psychology,der Terror,Alligator
der,Test,test,B,Education,der Test,
der,Teufel,devil,A,Education,der Teufel,Büffel
der,Text,text,B,The arts,der Text,
das,Thanksgiving,Thanksgiving,B,Conceptional,das Thanksgiving,Marketing
das,Theater,theater,B,The arts,das Theater,Tiger
das,Thema,subject,B,Conceptional,das Thema,
das,Thema,subject ,B,Education,das Thema,
die,Theorie,theory,B,Science,die Theorie,Giraffe
die,These,thesis,M,Education,die These,Giraffe
das,Ticket,ticket,B,Leisure,das Ticket,
die,Tiefe,depth,A,Science,die Tiefe,Giraffe
das,Tier,animal,B,Animals,das Tier,Tiger
der,Tiger,tiger,B,Animals,der Tiger,Tiger
der,Timer,timer,B,Time,der Timer,Tiger
das,Timing,timing,B,Conceptional,das Timing,Marketing
die,Tinte,ink,M,The arts,die Tinte,Giraffe
der,Tisch,table,B,House,der Tisch,
das,Titan,titanium,B,Conceptional,das Titan,
der,Titel,title,B,Work,der Titel,Büffel
die,Titelseite,cover,M,The arts,die Titelseite,Giraffe
der,Toast,toast,B,Food,der Toast,
die,Tochter,daughter,B,Family,die Tochter,Tiger
der,Tod,death,B,Health,der Tod,
die,Toilette,toilet,M,House,die Toilette,Giraffe
die,Toleranz,tolerance,B,Society,die Toleranz,Eleganz
die,Tomate,tomato,B,Food,die Tomate,Giraffe
der,Ton,tone,B,Science,der Ton,
der,Topf,pot,M,House,der Topf,
das,Tor,gate,M,Transportation,das Tor,Alligator
der ,Tornado,tornado,M,Nature,der Tornado,Foto
der,Torso,torso ,B,Health,der Torso,Foto
die,Tour,tour,B,Leisure,die Tour,Natur
der,Tourist,tourist,M,Transportation,der Tourist,
die,Tradition,tradition,B,Society,die Tradition,Emotion
die,Tragödie,tragedy,B,The arts,die Tragödie,Giraffe
der,Trainer,coach,M,Leisure,der Trainer,Tiger
das,Training,training,B,Leisure,das Training,Marketing
der,Traktor,tractor,B,Transportation,der Traktor,Alligator
die,Träne,tear,B,Psychology,die Träne,Giraffe
die,Trauer,sorrow,A,Psychology,die Trauer,Tiger
der,Traum,dream,A,Psychology,der Traum,
die,Traurigkeit,sadness,A,Psychology,die Traurigkeit,Langsamkeit
das,Treffen,meeting,B,Work,das Treffen,
die,Treppe,staircase,A,House,die Treppe,Giraffe
der,Trick,trick,M,Conceptional,der Trick,Dreck
das,Trimester,trimester ,B,Time,das Trimester,Tiger
das,Trinkgeld,tip,M,Work,das Trinkgeld,
der,Tritt,step,A,Transportation,der Tritt,
die,Trommel,drum,A,The arts,die Trommel,Büffel
der,Tropfen,drop,M,Nature,der Tropfen,Schinken
die,Trübung,haze,A,Nature,die Trübung,Kleidung
die,Truppe,troop,M,Military,die Truppe,Giraffe
der,Truthahn,turkey (cock),M,Animals,der Truthahn,
das,Tuch,cloth,A,Shopping,das Tuch,Bauch
der,Tumor,tumor,B,Health,der Tumor,Alligator
der,Tunnel,tunnel,M,Transportation,der Tunnel,Büffel
die,Tür,door,B,House,die Tür,
das,Türkis,turquoise,B,Conceptional,das Türkis,
der,Turm,tower,M,House,der Turm,
die,Türöffnung,doorway,M,House,die Türöffnung,Kleidung
der,Tutor,tutor,B,Education,der Tutor,Alligator
das,Tutorial,tutorial,B,Education,das Tutorial,Regal
der,Typ,type,M,Conceptional,der Typ,
die,U-Bahn,subway,A,Transportation,die U-Bahn,
die,Überprüfung,verification,M,Society,die Überprüfung,Kleidung
die,Überraschung,surprise,A,Psychology,die Überraschung,Kleidung
die,Übung,exercise,A,Leisure,die Übung,Kleidung
die,Uhr,watch,M,Time,die Uhr,
die,Umarmung,hug,M,Psychology,die Umarmung,Kleidung
die,Umgebung,surrounding,A,Society,die Umgebung,Kleidung
der,Umhang,cape,M,Shopping,der Umhang,
die,Umlaufbahn,orbit,A,Science,die Umlaufbahn,
der,Umschlag,envelope,A,Work,der Umschlag,Schlag
der,Umstand,circumstance,A,Psychology,der Umstand,Hund
der,Unfall,accident,M,Health,der Unfall,Fußball
das,Ungarisch,Hungarian (language),A,Education,das Ungarisch,
die,Ungläubigkeit,incredulity,A,Psychology,die Ungläubigkeit,Langsamkeit
das,Unglück,misfortune,B,Psychology,das Unglück,Dreck
die,Uniform,uniform,B,Military,die Uniform,
die,Union,union,B,Society,die Union,Emotion
die,Universität,university,B,Education,die Universität,Antiquität
das,Universum,universe,M,Science,das Universum,Museum
das,Unkraut,weed,A,Nature,das Unkraut,
die,Unordnung,disorder,M,Society,die Unordnung,Kleidung
der,Unrat,filth,A,House,der Unrat,
der,Unsinn,nonsense,M,Psychology,der Unsinn,
der,Unterarm,forearm,M,Health,der Unterarm,
die,Unterhaltung,conversation,B,Society,die Unterhaltung,Kleidung
das,Unternehmen,company,A,Work,das Unternehmen,
der,Unterricht,lesson,A,Education,der Unterricht,
der,Unterschenkel,lower leg,A,Health,der Unterschenkel,Büffel
der,Unterschied,difference,M,Science,der Unterschied,
die,Unterstützung,support,B,Psychology,die Unterstützung,Kleidung
die,Unterwäsche,underwear,M,Shopping,die Unterwäsche,Giraffe
der,Uranus,Uranus,A,Science,der Uranus,
der,Urgroßvater,great grandfather ,M,Family,der Urgroßvater,Tiger
das,Urheberrecht,copyright,A,Work,das Urheberrecht,
der,Urin,urine,M,Health,der Urin,
der,Urlaub,vacation,B,Leisure,der Urlaub,
die,Uroma,great grandmother ,M,Family,die Urgroßmutter,Tiger
der,Ursprung,origin,M,Society,der Ursprung,Kleidung
das,Urteil,judgment,A,Conceptional,das Urteil,
der,Vampir,vampire,B,Education,der Vampir,
der,Vater,father,B,Family,der Vater,Tiger
die,Vaterschaft,paternity,A,Family,die Vaterschaft,Mutterschaft
die,Vene,vein,A,Health,die Vene,Giraffe
die,Venus,Venus,A,Science,die  Venus,
die,Veränderung,change,A,Conceptional,die Veränderung,Kleidung
die,Veranstaltung,event,A,Leisure,die Veranstaltung,Kleidung
die,Verantwortung,responsibility,A,Psychology,die Verantwortung,Kleidung
die,Verbindung,connection,A,Society,die Verbindung,Kleidung
das,Verbrechen,crime,A,Society,das Verbrechen,
der,Verdacht,suspicion,A,Conceptional,der Verdacht,
die,Vereinbarung,agreement,A,Work,die Vereinbarung,Kleidung
das,Verfahren,procedure,A,Health,das Verfahren,
der,Verfasser,writer,A,Work,der Verfasser,Tiger
die,Vergangenheit,past,A,Time,die Vergangenheit,Langsamkeit
der,Vergnügungspark,amusement park,M,Leisure,der Vergnügungspark,
das,Verhalten,behavior,A,Psychology,das Verhalten,
das,Verhältnis,relation,M,Family,das Verhältnis,
der,Verkauf,sale,A,Shopping,der Verkauf,
die,Verkäuferin,saleswoman,M,Work,die Verkäuferin,Königin
der,Verkehr,traffic,A,Transportation,der Verkehr,
der,Verlag,publisher,A,Work,der Verlag,Schlag
das,Verlangen,desire,A,Psychology,das Verlangen,
die,Verlegenheit,embarrassment,M,Psychology,die Verlegenheit,Langsamkeit
die,Verletzung,injury,A,Health,die Verletzung,Kleidung
der,Verlust,loss,B,Science,der Verlust,
das,Vermögen,fortune,A,Work,das Vermögen,
die,Vermutung,assumption,A,Conceptional,die Vermutung,Kleidung
das,Versagen,failure,A,Psychology,das Versagen,
die,Versammlung,assembly,M,Work,die Versammlung,Kleidung
die,Versicherung,insurance,A,Work,die Versicherung,Kleidung
die,Version,version,B,Work,die Version,Emotion
die,Versorgung,supply,M,Work,die Versorgung,Kleidung
die,Verspätung,delay ,A,Time,die Verspätung,Kleidung
das,Versprechen,promise,A,Psychology,das Versprechen,
das,Verständnis,understanding,B,Psychology,das Verständnis,
der,Versuch,try,A,Leisure,der Versuch,Bauch
die,Verteidigung,defense,M,Military,die Verteidigung,Kleidung
der,Vertrag,contract,A,Work,der Vertrag,Schlag
das,Vertrauen,trust,M,Psychology,das Vertrauen,
der,Verwandte,relative,M,Family,der Verwandte,Giraffe
die,Verwendung,use,A,Work,die Verwendung,Kleidung
die,Verwirrung,confusion,A,Psychology,die Verwirrung,Kleidung
die,Verzweiflung,despair,A,Psychology,die Verzweiflung,Kleidung
das,Veto,veto,B,Society,das Veto,Foto
das,Video,video,M,Society,das Video,Foto
das,Vieh,cattle,B,Animals,das Vieh,
die,Vielfalt,variety,B,Conceptional,die Vielfalt,
das,Viertel,quarter,M,Conceptional,das Viertel,Büffel
die,Viertelstunde,quarter hour ,A,Time,die Viertelstunde ,Giraffe
die,Villa,villa,M,House,die Villa,
das,Visum,visa,M,Transportation,das Visum,Museum
der,Vogel,bird,B,Animals,der Vogel,Büffel
der,Vokal,vowel,A,Education,der Vokal,Regal
das,Volk,people,A,Society,das Volk,
das,Volumen,volume,B,Society,das Volumen,Schinken
der,Vorabend,eve,A,Time,der Vorabend,Hund
der,Vorfahr,ancestor,A,Family,der Vorfahr,
der,Vorfall,incident,M,Conceptional,der Vorfall,Fußball
die,Vorhalle,lobby,M,House,die Vorhalle,Giraffe
der,Vormarsch,advance,A,Military,der Vormarsch,
die,Vorrichtung,appliance,A,House,die Vorrichtung,Kleidung
der,Vorschlag,suggestion,A,Conceptional,der Vorschlag,Schlag
der,Vorteil,advantage,A,Psychology,der Vorteil,
der,Vortrag,lecture,A,Education,der Vortrag,Schlag
der,Wächter,guard,A,Work,der Wächter,Tiger
die,Waffe,weapon,A,Military,die Waffe,Giraffe
die,Waffel,waffle,M,Food,die Waffel,Büffel
der,Wagen,car,B,Transportation,der Wagen,Schinken
die,Wahl,choice,A,Psychology,die Wahl,
die,Wahrheit,truth,A,Psychology,die Wahrheit,Langsamkeit
der,Wal,whale,A,Animals,der Wal,Regal
der,Wald,forest,A,Nature,der Wald,
die,Wand,wall,B,House,die Wand,Hund
der,Wanderer,hiker,M,Leisure,der Wanderer,Tiger
die,Wange,cheek,M,Health,die Wange,Giraffe
die,Wanne,tub,A,House,die Wanne,Giraffe
das,Warenhaus,department store,M,Shopping,das Warenhaus,
die,Wärme,warmth,B,Psychology,die Wärme,Giraffe
die,Warnung,warning,M,Psychology,die Warnung,Kleidung
das,Warten,waiting,M,Leisure,das Warten,
das,Waschbecken,sink,M,House,das Waschbecken,Schinken
die,Wäsche,laundry,B,House,die Wäsche,Giraffe
das,Wasser,water,B,Nature,das Wasser,Tiger
der,Wasserhahn,faucet,M,House,der Wasserhahn,
die ,Wassermelone,watermelon,M,Food,die  Wassermelone,Giraffe
der,Wechsel,change,M,Society,der Wechsel,Büffel
der,Wecker,alarm clock,A,Time,der Wecker,Tiger
der,Weg,way,B,Transportation,der Weg,
die,Weide,pasture,A,Nature,die Weide,Giraffe
die,Weihnacht,Christmas,A,Time,die Weihnacht,
das,Weihnachtslied,carol,A,The arts,das Weihnachtslied,
der,Wein,wine,B,Food,der Wein,
das,Weinen,crying,A,Psychology,das Weinen,
der,Weinstock,vine,M,Nature,der Weinstock,Dreck
die,Weisheit,wisdom,B,Psychology,die Weisheit,Langsamkeit
das,Weiß,White,B,Conceptional,das Weiß,
der ,Weißwein,White wine,B,Food,der  Weißwein,
der,Weizen,wheat,A,Food,der Weizen,Schinken
die,Welle,wave,M,Nature,die Welle,Giraffe
der,Welpe,puppy,M,Animals,der Welpe,Häuschen
die,Welt,world,B,Nature,die Welt,
das,Werkzeug,tool,B,Work,das Werkzeug,
der ,Wermut,vermouth,A,Food,der  Wermut,
der,Wert,worth,M,Conceptional,der Wert,
der,Westen,west,B,Nature,der Westen,
das,Wetter,weather,B,Nature,das Wetter,Tiger
der,Whisky,whiskey,M,Food,der Whisky,
die,Wiese,meadow,A,Nature,die Wiese,Giraffe
der,Wille,will,B,Psychology,der Wille,Giraffe
die,Wimper,eyelash,M,Health,die Wimper,Tiger
der,Wind,wind,B,Nature,der Wind,Hund
die,Windschutzscheibe,windshield,A,Transportation,die Windschutzscheibe,Giraffe
der,Winkel,angle,M,Science,der Winkel,Büffel
der,Winter,Winter,B,Time,der Winter,Tiger
die,Wirbelsäule,spine,M,Health,die Wirbelsäule,Giraffe
die,Wirkung,effect,A,Psychology,die Wirkung,Kleidung
die,Wirtschaft,economy,A,Society,die Wirtschaft,Mutterschaft
das,Wissen,knowledge,A,Science,das Wissen,
die,Wissenschaft,science,A,Science,die Wissenschaft,Mutterschaft
der,Wissenschaftler,scientist,A,Work,der Wissenschaftler,Tiger
die,Witwe,widow,M,Family,die Witwe,Giraffe
der,Witwer,widower,A,Family,der Witwer,Tiger
der,Witz,joke,A,Leisure,der Witz,
die,Woche,week,M,Time,die Woche,Giraffe
das,Wochenende,weekend,B,Time,das Wochenende,Giraffe
der ,Wodka,vodka,M,Food,der  Wodka,
das,Wohl,welfare,M,Health,das Wohl,
die,Wohnung,apartment,A,House,die Wohnung,Kleidung
das,Wohnzimmer,living room,A,House,das Wohnzimmer,Tiger
der,Wolf,wolf,B,Animals,der Wolf,
die,Wolke,cloud,M,Nature,die Wolke,Giraffe
die,Wolle,wool,M,Shopping,die Wolle,Giraffe
das,Wort,word,M,Education,das Wort,
die,Wunde,wound,M,Health,die Wunde,Giraffe
das,Wunder,wonder,M,Psychology,das Wunder,Tiger
der,Wunsch,wish,B,Psychology,der Wunsch,
der,Würfel,cube,B,Science,der Würfel,Büffel
der,Wurm,worm,M,Animals,der Wurm,
die,Wurzel,root,A,Nature,die Wurzel,Büffel
die,Wüste,desert,A,Nature,die Wüste,Giraffe
die,Wut,rage,A,Psychology,die Wut,
die,Zahl,number,B,Science,die Zahl,
die,Zahlung,payment,A,Shopping,die Zahlung,Kleidung
die,Zählung,count,A,Science,die Zählung,Kleidung
der,Zahn,tooth,A,Health,der Zahn,
der,Zauber,magic,M,Leisure,der Zauber,Tiger
der,Zauberer,wizard,M,Society,der Zauberer,Tiger
der,Zaun,fence,A,House,der Zaun,
